file,id_sente,id_article,domain,year,sentences,classe
C54_Folha_28-09-2022_06h25,2728,c54f,politics,2022,"Em julho, Mello já havia feito duras críticas ao presidente em carta enviada ao ex-procurador-geral de Justiça de São Paulo Luiz Antônio Marrey.",1
C5_Folha_31-08-2007,2420,c5f,politics,2007,"A agência só pode deliberar com, no mínimo, três dos seus cinco diretores.",0
C90_Folha_28-11-2007_00h00,5453,c90f,politics,2007,"Em entrevista ao ""Jornal da Record"", Lula criticou a decisão: ""Lamento, porque a primeira vez que ele esteve comigo, dois anos atrás, o que ele reivindicava é que nós fizéssemos uma revitalização do rio São Francisco.",-1
C38_Estadao_17-07-2007_12h03,1698,c38e,sports,2007,"O tempo estabelecido pelos brasileiros ainda derrubou o recorde Pan-Americano, que pertencia aos Estados Unidos (7min18s93), em Santo Domingo (2003).",0
C71_Folha_14-10-2022_23h00,4084,c71f,politics,2022,"Somada à verba pública, ele já declarou R$ 27 milhões em receita.",0
C48_OGlobo_25-09-2022_18h05,2319,c48o,world,2022,"Mas, para obter esses fundos, Roma deve implementar uma série de reformas complexas previamente negociadas pelo ex-primeiro-ministro Mario Draghi.",1
C17_Folha_21-08-2006,398,c17f,politics,2006,Dançou com três em menos de cinco minutos e precisou da ajuda de seguranças para se desvencilhar das candidatas a uma nova dança e ir embora.,0
C90_Estadao_20-12-2007_16h28,5439,c90e,politics,2007,"O bispo de Barra (BA) foi internado em um hospital dePetrolina (PE) na quarta-feira, após passar mal.",0
C23_Folha_20-07-2007_13h42,807,c23f,world,2007,"""Nunca vimos enchentes dessa altura"", afirmou um porta-voz da Agência Ambiental.",-1
C15_OGlobo_20-09-2022_12h25_titulo,307,c15o,politics,2022,"Bolsonaro segue roteiro de campanha na ONU e não fala sobre urnas, aliados respiram aliviados.",1
C44_Folha_19-09-2007_12h03,2047,c44f,politics,2007,"""Eu vou manter a coerência da minha decisão.",-1
C81_Folha_06-10-2022_15h58,4915,c81f,culture,2022,"Com a premiação, a Academia Sueca mais uma vez faz um reconhecimento ao valor da experiência e da não ficção dentro do ofício literário, que já havia afirmado ao premiar a belarussa Svetlana Aleksiévitch em 2015.No entanto, agora o faz numa chave muito diferente -e, se quisermos, mais facilmente identificável como literária.",1
C38_OGlobo_28-07-2007_00h00,1715,c38o,sports,2007,O Brasil tem ainda boas chances de medalhas neste penúltimo dia de competições:,1
C33_OGlobo_25-09-2007_19h59,1469,c33o,politics,2007,É imprescindível que cumpram os compromissos estabelecidos pelo Protocolo de Kyoto.,-1
C83_Folha_01-02-2007_20h44,5060,c83f,politics,2007,Não creio que se deva dar mais força a um único partido.,-1
C74_Folha_17-10-2022_15h10,4370,c74f,politics,2022,"Estiveram presentes Gusttavo Lima, Leonardo, Chitãozinho, Zezé di Camargo, Fernando [da dupla com Sorocaba), Sula Miranda, entre outros.",0
C95_OGlobo_11-10-2022_21h45,5935,c95o,politics,2022,"Uma camiseta vale dois quilos de carne,  e a Barbara sente que não tem escolha.",1
C69_Estadao_15-10-2022_23h31,3890,c69e,politics,2022,"A Jovem Pan é uma concessionária de serviços públicos, beneficiária de valores expressivos advindos do governo federal, e que promove diariamente a candidatura de Jair Bolsonaro e a narrativa bolsonarista, principalmente relacionada à denominada 'guerra cultural', impulsionando-a para milhões de telespectadores diuturnamente;",-1
C56_OGlobo_06-10-2022_16h29,2894,c56o,world,2022,Mais de 6.500 indivíduos condenados serão afetados pelo indulto.,0
C59_Folha_27-09-2022_10h13,3050,c59f,politics,2022,"É trazer de volta o estado democrático civilizado"", afirmou o economista à Folha.",-1
C72_Folha_17-10-2022_01h28,4147,c72f,politics,2022,"[O desmatamento na Amazônia] Caiu para 4 mil km²"".",-1
C96_OGlobo_18-10-2022_19h49,5986,c96o,politics,2022,"Bolsonaro conta que viu três ou quatro ""menininhas bonitas, de 14, 15 anos"".",-1
C52_Folha_28-09-2022_11h06,2593,c52f,politics,2022,"""A apuração é transparente, a apuração é auditável, e a apuração é fiscalizada por todos aqueles que estão inscritos"", afirmou Moraes nesta quarta.",-1
C12_Folha_07-08-2006_08h30,168,c12f,world,2006,"Segundo o jornal ""Choson Sinbo"", publicado pela Associação de Residentes Coreanos no Japão (próxima ao regime comunista da Coréia do Norte), as fortes chuvas que alagaram grande parte desse país na segunda metade de julho provocaram ""muitos danos"".",0
C25_Estadao_30-12-2021_12h34,891,c25e,culture,2021,"""Lya era escritora de uma sensibilidade enorme.",-1
C25_Estadao_30-12-2021_12h34,899,c25e,culture,2021,"Com sua escrita potente, elogiada pela imortal Nélida Piñon, ela escreveu poemas como Delírio:",1
C51_OGlobo_08-09-2022_14h31,2560,c51o,world,2022,"Em seu primeiro comunicado oficial como rei, Charles III disse que ""a morte da minha amada mãe, Sua Majestade a Rainha, é um momento de grande tristeza para mim e para todos os membros da minha família"".",-1
C72_Estadao_17-10-2022_00h30,4115,c72e,politics,2022,"De acordo com Daniel Fernandes, ""Primeiro debate entre presidenciáveis no 2º turno termina empatado, melhor para Lula"".",-1
C48_OGlobo_25-09-2022_18h05,2317,c48o,world,2022,"Draghi encarnou a posição de uma Itália pró-europeísta e atlanticista, que enviou armas, apoiou a Ucrânia e aplicou rigorosamente sanções contra a Rússia.",1
C53_OGlobo_19-09-2022_08h56,2672,c53o,politics,2022,35% declararam que votariam em Lula.,-1
C17_Folha_21-08-2006,389,c17f,politics,2006,A subida de tom veio no momento de maior crise da campanha de Alckmin.,1
C28_Estadao_15-07-2007_17h24,1143,c28e,sports,2007,O troco aconteceu logo no segundo set.,1
C81_Estadao_07-10-2022_08h48,4859,c81e,culture,2022,"A literatura, muito além da psicanálise e da sociologia, é a grande linguagem que, ao nos encantar, nos aproxima do essencial da experiência humana e de nós mesmos.",-1
C33_OGlobo_25-09-2007_19h59,1473,c33o,politics,2007,"Lula destacou as iniciativas do governo na Amazônia, embora as queimadas na região - responsáveis pela maior parte das emissões de gases do efeito estufa brasileiras - tenham aumentado 30% em relação a 2006.",0
C59_Estadao_06-10-2022_20h44,3034,c59e,politics,2022,Eu converso com quem quiser conversar comigo.,-1
C89_Folha_01-11-2007_00h00_titulo,5406,c89f,politics,2007,"Ao deixar a Câmara, Ronaldo Cunha Lima perde o foro especial e, com isso, processo volta à 1ª instância.",0
C76_Estadao_18-10-2022_5h17,4525,c76e,daily,2022,"Recentemente, vídeos em que ele estaria constrangendo servidores do banco vieram à tona.",1
C53_Estadao_19-09-2022_16h33,2645,c53e,politics,2022,"Lula tem 46% e Jair Bolsonaro, 31% das intenções de voto.",-1
C79-Folha_17-10-2022_23h01_titulo,4754,c79f,politics,2022,Moro abraça bolsonarismo para fugir de isolamento político.,1
C9_Estadao_04-08-2006_09h53,3276,c9e,politics,2006,"As fraudes envolviam, também, o superfaturamento de contratos com fornecedores da Assembléia, além de uma verdadeira ""farra"" com passagens aéreas distribuídas fartamente entre os parlamentares, seus familiares e amigos.",1
C65_OGlobo_14-10-2022_08h45,3659,c65o,culture,2022,"Duas pessoas foram presas"", informou a galeria.",-1
C66_Estadao_15-10-2022_15h31,3679,c66e,sports,2022,"Em mais da metade dos casos, manifesta-se em outra parte do corpo, a chamada metástase.",0
C27_OGlobo_18-10-2007_00h00,1098,c27o,sports,2007,"Aos 12, Castillo cobrou sobre o gol, mas com perigo.",1
C18_Oglobo_2007_17h05,524,c18o,world,2007,"BLACKSBURG, EUA (Reuters) - Pelo menos 32 pessoas foram mortas e muitas outras ficaram feridas na Universidade Virginia Tech na segunda-feira, segundo um assessor do Congresso norte-americano, no tiroteio com maior número de mortos em um campus na história dos Estados Unidos.",1
C83_OGlobo_01-02-2007_20h43,5080,c83o,politics,2007,"Com referência às disputas, elas vão acontecer, porque são próprias do parlamento, mas a presidência vai ter o dever da imparcialidade"", disse, após cumprimentar Aldo e Fruet.",-1
C52_Folha_28-09-2022_11h06,2603,c52f,politics,2022,"Ao contrário do que também afirma Bolsonaro, esses servidores não interferem no resultado do pleito.",0
C74_OGlobo_17-10-2022_13h11,4410,c74o,politics,2022,"O cantor Leonardo afirmou que ""isentões"", pessoas que não escolhem lado e não votam, são ""covardes"".",-1
C99_OGlobo_19-10-2022_20h30,6171,c99o,politics,2022,"""Nosso projeto de governo tem compromisso com a vida plena em todas as suas fases.",-1
C81_Estadao_07-10-2022_08h48,4871,c81e,culture,2022,"é a um tempo o lugar do pai, o espaço da infância, e o ponto de partida para a vida madura, com a alegria da partida e as angústias da separação.",1
C51_Estadao_08-09-2022_17h50,2534,c51e,world,2022,"Sem o mesmo carisma da mãe, Charles é impopular em várias partes do mundo.",1
C79-Folha_17-10-2022_23h01,4734,c79f,politics,2022,"Mas as pautas, especialmente relacionadas à segurança pública, são bastante convergentes.",1
C74_OGlobo_17-10-2022_13h11,4392,c74o,politics,2022,"""A opção nossa é pelo não retorno ao passado.",-1
C92_OGlobo_24-10-2007_08h08,5589,c92o,politics,2007,"Isso gera morte"", declarou Cabral, na 16ª entrevista da série com governadores no G1.",-1
C22_Folha_24-07-2007_titulo,769,c22f,daily,2007,Boicote a Congonhas gera filas e reclamações.,1
C48_OGlobo_25-09-2022_18h05,2319,c48o,world,2022,"Mas, para obter esses fundos, Roma deve implementar uma série de reformas complexas previamente negociadas pelo ex-primeiro-ministro Mario Draghi.",1
C95_OGlobo_11-10-2022_21h45,5935,c95o,politics,2022,"Uma camiseta vale dois quilos de carne,  e a Barbara sente que não tem escolha.",1
C3_OGlobo_20-07-2007_01h20_titulo,1270,c3o,daily,2007,Avião da TAM tinha problema no reversor desde sábado.,0
C64_Folha_14-10-2022_14h07,3539,c64f,culture,2022,Hogwarts.,0
C67_OGlobo_15-10-2022_13h46,3800,c67o,politics,2022,"Apesar das discordâncias, serei obrigado a fazer algo que nunca fiz na vida, que é votar no PT"", disse.",-1
C79-Folha_17-10-2022_23h01,4723,c79f,politics,2022,"Caso Lula vença a eleição presidencial, Moro pretende se destacar como oposição ao petista no Congresso, usando o cargo para ganhar mais projeção nacional e se projetar como líder antipetista.",1
C62_Estadao_14-10-2022_10h41,3401,c62e,politics,2022,A corporação diz que eles são suspeitos de 'terem efetuado as práticas ilegais investigadas' em diferentes municípios maranhenses desde 2018.,-1
C72_Folha_17-10-2022_01h28,4200,c72f,politics,2022,"VERDADEIRO, MAS Segundo dados do Prodes, o desmatamento na Amazônia passou a cair a partir do ano de 2005 e atingiu o valor de 4.571 km² em 2012, já durante o governo Dilma Rousseff (PT).",0
C9_Folha_04-08-2006_13h20,3300,c9f,politics,2006,"Segundo a polícia, a Assembléia Legislativa fazia contratos com base em licitações ""viciadas e fraudulentas"".",0
C52_Estadao_28-09-2022_12h19,2578,c52e,politics,2022,"""Eles convidaram as Forças Armadas, que apresentaram várias sugestões.",-1
C98_Estadao_19-10-2022_18h09_titulo,6096,c98e,politics,2022,Datafolha no segundo turno:,0
C78_OGlobo_18-10-2022_08h18,4684,c78o,world,2022,"Em 1º de junho de 2009, o avião do voo AF447 caiu no meio da noite no Atlântico, 3 horas e 45 minutos após a decolagem no Rio, causando a morte de seus 216 passageiros e 12 tripulantes. ",0
C23_OGlobo_24-07-2007_16h04,839,c23o,world,2007,"um no Great Ouse, em Bedfordshire; e uma no Ock em Oxfordshire.",0
C76_OGlobo_17-10-2022_23h28,4576,c76o,daily,2022,"Ex-presidente Pedro Guimarães, pivô de dezenas de denúncias, também deixou o posto.",1
C36_Folha_21-07-2007,1608,c36f,politics,2007,A informação foi transmitida aos parentes e amigos próximos de ACM.,0
C15_OGlobo_20-09-2022_12h25,303,c15o,politics,2022,"O presidente Jair Bolsonaro seguiu o roteiro de campanha em seu discurso na Assembleia Geral da Organização das Nações Unidas (ONU), em Nova York (EUA), e aproveitou para atacar o ex-presidente Luiz Inácio Lula da Silva nesta terça-feira (20).",1
C58_OGlobo_15-09-2022_21h16,3012,c58o,politics,2022,"No Ministério da Saúde, essas emendas de relator este ano são de pouco mais de R$ 8 bilhões.",0
C16_OGlobo_21-08-2006_10h45,354,c16o,politics,2006,"Na terça-feira, dia 22, o presidente do Conselho de Ética, Ricardo Izar (PTB-SP), deve começar a abrir processos contra os parlamentares acusados que permanecerem em seus cargos.",0
C48_Folha_25-09-2022_18h04,2305,c48f,world,2022,"Seu programa é nacionalista, o que pode gerar conflitos com a União Europeia, e inclui propostas como bloqueio naval para conter a imigração.",1
C42_Folha_25-09-2007_11h44,1965,c42f,politics,2007,"""A Câmara pode trazer novos elementos.",-1
C18_Oglobo_2007_17h05,519,c18o,world,2007,"""Sentimos apenas choque e raiva por aqui no momento"", disse a aluna Elizabeth Stewart à CNN.",-1
C67_Folha_15-10-2022_12h24,3766,c67f,politics,2022,"""Os fatos, a história recente e o resultado do 1º turno, que fortaleceram a base de apoio de Bolsonaro, me levam à conclusão de que o atual presidente apresenta um risco substancialmente maior"", disse Amoêdo à Folha por escrito.",-1
C15_Folha_20-09-2022_19h44,282,c15f,politics,2022,"A essa altura do jogo, não há espaço, tempo ou disposição dos atores internacionais para conferir qualquer credibilidade às falas de Bolsonaro",1
C33_Estadao_25-09-2007_10h51,1432,c33e,politics,2007,"Portinari utilizou não apenas a sua obra em favor da paz, mas também militou politicamente em prol deste objetivo.",1
C2_Estadao_04-08-2006_12h44,571,c2e,politics,2006,A pesquisa foi realizada entre os dias 29 e 31 de julho e foi registrada no TSE com o número 12.197/2006.,0
C81_Estadao_07-10-2022_08h48,4888,c81e,culture,2022,"O pai tinha medo de fazer a filha passar vergonha com sua fala e seus modos, mas era orgulhoso:",0
C27_Estadao_18-10-2007_00h04,1040,c27e,sports,2007,"Logo o ânimo da torcida começou a se esgotar, e as primeiras vaias ecoavam no Maracanã lotado, quando aos 18 minutos,",0
C15_OGlobo_20-09-2022_12h25,296,c15o,politics,2022,"Disse que o agronegócio é um orgulho nacional e que é um ""defensor incondicional da liberdade de expressão"" e de ""outros valores fundamentais para a sociedade brasileira como a defesa da família, do direito à vida desde a concepção, à legítima defesa e o repúdio à ideologia de gênero"".",-1
C20_Folha_19-09-2007_13h39,643,c20f,politics,2007,"Mantida a alíquota de 0,38%, a cobrança da CPMF deve render aos cofres públicos cerca de R$ 39 bilhões no próximo ano.",0
C68_Estadao_16-10-2022_11h22,3821,c68e,world,2022,"Em ambos a China prometia não enviar tropas ou funcionários à ilha, uma promessa que foi revogada este ano.",0
C58_Folha_14-07-2022_19h06,2980,c58f,politics,2022,"A menos de 20 dias das eleições, a tesourada acendeu um alerta na equipe de campanha de Bolsonaro, em especial quanto ao Farmácia Popular, programa de distribuição gratuita ou com desconto de medicamentos.",1
C34_Estadao_20-08-2007_13h22,1490,c34e,politics,2007,"Antes, a Receita autuava o contribuinte na malha isoladamente para cada ano-calendário.",0
C46_OGlobo_20-09-2022_21h17,2199,c46o,politics,2022,"Até agora, o ministro Nunes Marques foi o único voto contrário à suspensão do decreto do presidente.",0
C59_OGlobo_06-10-2022_21h11,3076,c59o,politics,2022,"A nota registra a nossa esperança de que na área econômica as coisas sejam bem conduzidas, porque inclusive no momento hoje é bem complicado"", diz Armínio Fraga em entrevista à GloboNews.",-1
C22_Estadao_24-07-2007_08h58,737,c22e,daily,2007,"Depois de uma segunda-feira caótica, quando 38,1% dos vôos atrasaram em todo o País, a terça-feira deve ser mais um dia de longas filas nos aeroportos por conta dos problemas em Congonhas.",0
C25_Estadao_30-12-2021_12h34,891,c25e,culture,2021,"""Lya era escritora de uma sensibilidade enorme.",-1
C25_Folha_30-12-2021_12h20,932,c25f,culture,2021,"Na sequência veio ""A Asa Esquerda do Anjo"", de 1981, que ecoava o passado da autora.",1
C27_Folha_17-10-2007_23h53,1072,c27f,sports,2007,"Livre de marcação, o atacante --após seis partidas sem marcar gols pela equipe-- tocou a bola para o fundo das redes e quebrou o jejum.",1
C95_Estadao_10-09-2022_07h25,5868,c95e,politics,2022,"Ou seja, uma inflação de 5% estaria dentro da meta oficial.",0
C93_Estadao_15-12-2006_14h59,5601,c93e,politics,2006,"""Se for necessário, o próximo presidente da assembléia pede ao governador uma suplementação orçamentária, quando a verba prevista para a folha de pagamentos se esgotar.",-1
C69_Estadao_15-10-2022_23h31,3900,c69e,politics,2022,"O corregedor acrescentou que comentários feitos na emissora procuram ""incutir nos eleitores o medo de um 'golpe de esquerda', do fechamento de igrejas e do domínio do crime organizado"" em caso de vitória de Lula na eleição presidencial.",-1
C52_Folha_28-09-2022_11h06,2600,c52f,politics,2022,"A totalização é feita sem a interferência dos funcionários, por um computador que fica em outro local, no centro de processamento de dados da corte.",0
C96_Folha_18-10-2022_22h35,5977,c96f,politics,2022,O sucesso da investida foi comemorado com uma enxurrada de memes.,1
C7_Estadao_04-08-2006_14h13,3215,c7e,science,2006,"Acredita-se que planetas nascem das nuvens de poeira que circulam estrelas, anãs marrons e, até, alguns planemos que flutuam livres pelo espaço.",0
C71_Folha_14-10-2022_23h00,4053,c71f,politics,2022,A empresa disse ainda que o próprio Ministério Público do Trabalho pediu em 2019 o arquivamento do caso relativo à situação análoga à escravidão.,0
C81_Folha_06-10-2022_15h58,4930,c81f,culture,2022,"Os limites de gênero e o seu questionamento são marcantes em sua obra, embora não sejam seu tema único.",1
C89_Estadao_31-10-2007_15h02_titulo,5373,c89e,politics,2007,Deputado da PB renuncia às vésperas de julgamento no STF.,0
C42_Estadao_25-09-2007_14h28,1935,c42e,politics,2007,"""Encontrar um único relator já está difícil, imagina encontrar um para cada processo"", ponderou.",-1
C99_OGlobo_19-10-2022_20h30,6182,c99o,politics,2022,Outro compromisso que assumo: fortalecer as famílias para que os nossos jovens sejam mantidos longe das drogas.,-1
C5_Folha_31-08-2007,2430,c5f,politics,2007,"O acordo foi costurado nos últimos dias com caciques do PMDB e Jobim, que terá carta branca para indicar os substitutos na Anac.",1
C73_Folha_17-10-2022_08h43,4284,c73f,sports,2022,"Todos foram convocados para a primeira das sete audiências do julgamento, que deve prosseguir até 31 de outubro.",0
C60_OGlobo_07-10-2022_09h01_titulo,3208,c60o,world,2022,"Com outra abstenção do Brasil, ONU cria relatoria para monitorar repressão na Rússia.",0
C67_OGlobo_15-10-2022_13h46,3800,c67o,politics,2022,"Apesar das discordâncias, serei obrigado a fazer algo que nunca fiz na vida, que é votar no PT"", disse.",-1
C97_OGlobo_18-10-2022_20h28,6067,c97o,politics,2022,"O TSE não vai tolerar assédio eleitoral nestas eleições"", afirmou Moraes.",-1
C89_Folha_01-11-2007_00h00,5400,c89f,politics,2007,"O gesto mostra que o foro privilegiado é uma excrescência"", disse Arnaldo Madeira (PSDB-SP).",-1
C74_Estadao_17-10-2022_13h29,4305,c74e,politics,2022,"""Eu tenho certeza que todo cidadão de bem não vai abrir mão também e jamais negociará a sua família, o seu bem mais precioso.",-1
C27_Estadao_18-10-2007_00h04,1034,c27e,sports,2007,A partir daí virou festa.,1
C49_Folha_17-07-2007_08h25,2357,c49f,politics,2007,"""Eu acredito que é preciso que todos nós brasileiros tenhamos consciência de que o Rio de Janeiro merecia um evento dessa magnitude.",-1
C52_OGlobo_28-09-2022_10h34,2623,c52o,politics,2022,"""A sala de totalização acompanha exatamente para evitar algum problema na rede, para evitar que haja sobrecarga.",-1
C68_Folha_16-10-2022_10h48,3862,c68f,world,2022,"O governo da ilha rechaça a possibilidade de uma guerra com a vizinha continental, mas também diz que não dará nenhum passo atrás na democracia.",1
C4_Folha_16-07-2007_09h50,1835,c4f,daily,2007,"Segundo o CGE, às 9h30 havia alagamentos no viaduto José Colassuono;",0
C83_Estadao_02-02-2007_01h03,5028,c83e,politics,2007,Houve uma polarização e preciso refletir melhor para entender exatamente o que aconteceu.,-1
C82_OGlobo_09-01-2006_00h00,4998,c82o,politics,2006,"Infelizmente, por outros motivos que desconhecemos, os recursos não foram aplicados na conservação e manutenção dessas estradas, que ficaram sob a responsabilidade dos governos estaduais"", disse Luís Munhoz, coordenador geral de construção do Dnit.",-1
C99_OGlobo_19-10-2022_20h30,6182,c99o,politics,2022,Outro compromisso que assumo: fortalecer as famílias para que os nossos jovens sejam mantidos longe das drogas.,-1
C4_Folha_16-07-2007_09h48,1828,c4f,daily,2007,"O congestionamento esteve ainda maior às 9h, quando chegou a 113 km de extensão para uma média de 32 km.",0
C65_Folha_14-10-2022_13h05,3610,c65f,culture,2022,"""Pensem na Terra, há pessoas que estão destruindo o planeta.",-1
C74_Estadao_17-10-2022_13h29,4313,c74e,politics,2022,"A gente, como veio do interior, né Léo?",-1
C93_Estadao_15-12-2006_14h59,5660,c93e,politics,2006,"O deputado João de Deus Sousa (PT) demonstrou preocupação pela situação do pagamento de ex-deputados, pensionistas e ex-governadores, uma vez que a conta aumentará consideravelmente.",1
C28_Estadao_15-07-2007_17h24,1135,c28e,sports,2007,"A expectativa do heptacampeonato era grande, mas os jogadores controlaram a ansiedade e o ímpeto russo.",1
C36_Folha_21-07-2007,1613,c36f,politics,2007,"Em abril, o senador foi internado no InCor com insuficiência cardíaca.",0
C18_Estadao_16-04-2007_13h44,465,c18e,world,2007,"É difícil dizer ao certo o que está acontecendo"", disse, transtornado, o estudante Jason Anthony Smith, de 19 anos.",-1
C33_OGlobo_25-09-2007_19h59,1472,c33o,politics,2007,Lula anunciou que o Brasil lançará em breve seu Plano Nacional de Enfrentamento das Mudanças Climáticas.,0
C39_OGlobo_28-04-2022_09h03,1797,c39o,politics,2022,"O Comitê de Direitos Humanos da Organização das Nações Unidas (ONU) concluiu nesta quinta-feira (28) que o ex-presidente Luiz Inácio Lula da Silva (PT) teve violados os direitos políticos, a garantia a um julgamento imparcial e a privacidade na Lava Jato.",0
C33_Estadao_25-09-2007_10h51,1413,c33e,politics,2007,"Lula disse que o Brasil se propõe a sediar, em 2012, uma nova conferência para discutir questões ambientais, a ""Rio+20"", para avaliar os resultados da ECO-92.",0
C48_Folha_25-09-2022_18h04,2297,c48f,world,2022,"Os números mostram que o partido de Meloni teve desempenho muito superior ao dos aliados, o que pode ser fonte de atritos dentro da coligação, a começar pela disputa para a nomeação de cargos importantes.",1
C53_Folha_28-09-2022_13h01_titulo,2668,c53f,politics,2022,"YouTube,  Twitter e Facebook também têm falhas na atuação.",1
C20_Estadao_15-09-2007_18h03,628,c20e,politics,2007,O DEM (ex-PFL) também mudou de posição.,0
C92_Folha_25-10-2007_07h30,5574,c92f,politics,2007,"Isso é uma fábrica de produzir marginal"", declarou.",-1
C79-Folha_17-10-2022_23h01,4743,c79f,politics,2022,O objetivo do Moro é o Brasil.,-1
C68_Folha_16-10-2022_10h48,3855,c68f,world,2022,"Já sobre Taiwan, disse querer promover a reunificação pacífica com a ilha -mas que Pequim não abandona a possibilidade de usar a força.",0
C48_Estadao_25-09-2022_11h11,2252,c48e,world,2022,"Em agosto, Meloni esclareceu sua controvertida relação com o fascismo.",1
C42_Folha_25-09-2007_11h44,1979,c42f,politics,2007,Nós não estamos arquivando.,-1
C41_OGlobo_14-07-2007_22h03,1931,c41o,sports,2007,"Sem nem entrar na piscina do Centro Aquático na final do 4x100m livre, faturou o primeiro ouro em Toronto, nesta terça-feira, e diminuiu para quatro o número de pódios que faltam para o recorde.",0
C96_Folha_18-10-2022_22h35,5971,c96f,politics,2022,"Já em outro trecho, mais descontraído, o petista não soube dizer quais seriam seus perfis nas redes.",1
C26_Estadao_20-12-2021_13h00,1004,c26e,world,2021,?Que tragédia?.,-1
C98_Folha_19-10-2022_18h19,6111,c98f,politics,2022,"Eles, assim como a taxa de abstenção que não é possível de constatar antes da eleição, poderão definir a fatura.",1
C79-Folha_17-10-2022_23h01,4732,c79f,politics,2022,"Ex-juiz e ex-ministro da Justiça e Segurança Pública, Sergio Moro (União Brasil) deu início a um plano para contornar o isolamento político vivido por ele desde que pediu demissão do governo Jair Bolsonaro (PL).",1
C10_Estadao_24-09-2022_21h45,43,c10e,politics,2022,"Em dobradinha com Bolsonaro, alegou perseguição contra cristãos e associou Lula ao regime autoritário de Daniel Ortega, na Nicarágua.",1
C73_Estadao_17-10-2022_09h18,4253,c73e,sports,2022,"O caso, enquadrado pelo judiciário espanhol como corrupção entre particulares, pode render dois anos de prisão para Neymar, como pede o Ministério Fiscal da Espanha.",0
C23_Folha_20-07-2007_13h42,808,c23f,world,2007,"As piores enchentes dos últimos 60 anos no Reino Unido deixaram milhares de britânicos desabrigados, sem abastecimento de água ou sem energia elétrica.",1
C3_Folha_19-07-2007_21h05,1257,c3f,daily,2007,"Para a TAM, a falha não impediria a realização dos vôos.",0
C6_OGlobo_23-09-2022_16h19,3143,c6o,politics,2022,"O voto útil tem que visar os eleitores indecisos, e os de Tebet e Ciro.",1
C72_Estadao_17-10-2022_00h30,4131,c72e,politics,2022,Os efeitos de um debate presidencial precisam ser analisados à luz de dois tipos de fatores: 1) cenário eleitoral e 2) ambiente de campanha.,1
C6_OGlobo_23-09-2022_16h19,3143,c6o,politics,2022,"O voto útil tem que visar os eleitores indecisos, e os de Tebet e Ciro.",1
C27_Folha_17-10-2007_23h53,1079,c27f,sports,2007,"No minuto seguinte, o centroavante em um bonito chute quase fez o segundo gol.",1
C82_OGlobo_09-01-2006_00h00,5004,c82o,politics,2006,"Se o cronograma for cumprido, as reformas terminam em março.",0
C72_OGlobo_17-10-2022_08h05,4207,c72o,politics,2022,#NÃOÉBEMASSIM.,1
C91_Folha_19-12-2007_12h43,5535,c91f,politics,2007,"Segundo reportagem da Folha, em reunião no final da noite de ontem, representantes do governo federal e da Igreja Católica costuraram uma proposta para colocar fim ao jejum do bispo.",1
C5_OGlobo_27-08-2007_07h52,2452,c5o,politics,2007,"O Estado de S.Paulo, é que tudo esteja resolvido até o fim de setembro.",0
C39_Folha_28-04-2022_09h28,1742,c39f,politics,2022,"""A investigação e o processo penal contra o ex-presidente Lula da Silva violaram seu direito a ser julgado por um tribunal imparcial, seu direito à privacidade e seus direitos políticos"", afirma nota do órgão.",-1
C39_Estadao_28-04-2022_11h47_titulo,1741,c39e,politics,2022,"na prática, porém, colegiado não tem como obrigar governo a agir.",0
C10_OGlobo_24-09-2022_18h15,79,c10o,politics,2022,"""Uma sabatina, um debate, é como uma entrevista de emprego.",-1
C27_Folha_17-10-2007_23h53,1078,c27f,sports,2007,Não demorou muito para Love acertar a meta.,1
C93_Estadao_15-12-2006_14h59,5617,c93e,politics,2006,"Atualmente, o salário dos deputados é de R$ 6.700 e geralmente acompanha os reajustes dos deputados federais.",0
C96_Folha_18-10-2022_22h35,5977,c96f,politics,2022,O sucesso da investida foi comemorado com uma enxurrada de memes.,1
C92_Estadao_24-10-2007_18h30,5565,c92e,politics,2007,"Tem tudo a ver com violência"", disse.",-1
C51_Estadao_08-09-2022_17h50,2534,c51e,world,2022,"Sem o mesmo carisma da mãe, Charles é impopular em várias partes do mundo.",1
C9_Estadao_04-08-2006_09h53,3276,c9e,politics,2006,"As fraudes envolviam, também, o superfaturamento de contratos com fornecedores da Assembléia, além de uma verdadeira ""farra"" com passagens aéreas distribuídas fartamente entre os parlamentares, seus familiares e amigos.",1
C83_Estadao_02-02-2007_01h03,5012,c83e,politics,2007,"""Bloco do PT com PMDB:""Aquilo que foi definido como governo de coalizão tem no PT, PMDB e nas outras bancadas uma forte base de sustentação.",-1
C81_Folha_06-10-2022_15h58,4923,c81f,culture,2022,"Mencionando a necessidade que demonstramos hoje, nas redes sociais, de nos colocarmos como ""seres ficcionais"", procurando o tempo todo ""inventar uma história"", ela afirmou que sempre quis separar bem da ficcionalização de si.",1
C27_Estadao_18-10-2007_00h04,1051,c27e,sports,2007,"Uma ironia, aliás, pois antes do jogo, quando no telão apareciam os jogadores da seleção, Vágner havia levado uma sonora vaia.",1
C74_OGlobo_17-10-2022_13h11,4419,c74o,politics,2022,"Quem comanda o Brasil comanda para os 220 milhões, sem divisão"", disse o candidato do PL.",-1
