file,id_sente,id_article,domain,year,sentences,classe
C36_Folha_21-07-2007,1608,c36f,politics,2007,A informação foi transmitida aos parentes e amigos próximos de ACM.,0
C44_Folha_19-09-2007_12h03,2051,c44f,politics,2007,"A unificação dos processos tem o apoio da bancada do PT no Senado e do PSOL, partido que ingressou com três das quatro representações contra Renan.",-1
C90_OGlobo_27-11-2007_17h25,5483,c90o,politics,2007,"O bispo de Barra (BA), dom Luiz Flávio Cappio, anunciou nova greve de fome contra as obras de transposição do Rio São Francisco nesta terça-feira (27).",0
C52_Folha_28-09-2022_11h06,2594,c52f,politics,2022,"""Essas pessoas, no dia da eleição, não contam votos.",-1
C95_Folha_19-10-2022_04h00,5905,c95f,politics,2022,Também houve pressão de custos.,0
C93_Estadao_15-12-2006_14h59,5680,c93e,politics,2006,"Os deputados estaduais do Paraná aprovaram o projeto de lei do presidente da Assembléia Legislativa, deputado Hermas Brandão (PSDB), que estipula reajuste de seus próprios subsídios.",0
C61_Estadao_14-10-2022_07h36,3375,c61e,politics,2022,"Nos dados de uma semana atrás, o Datafolha ouviu 2.884 pessoas entre 5 e 7 de outubro em 170 cidades.",0
C75_Folha_17-10-2022_15h04,4452,c75f,politics,2022,"""É prematuro dizer isso [se tratar de um atentado] com os dados que temos"", disse à imprensa.",-1
C62_Folha_14-10-2022_12h15,3428,c62f,politics,2022,"As emendas de relator, identificadas também como RP9,",0
C28_Folha_15-07-2007_17h12,1156,c28f,sports,2007,Foi a quinta conquista seguida nesta competição.,0
C94_OGlobo_18-10-2022_18h30,5848,c94o,politics,2022,"Se passou, está resolvido.",-1
C20_Folha_19-09-2007_13h39,647,c20f,politics,2007,O Planalto trabalha para aprovar a PEC sem alterações.,0
C45_Folha_18-10-2007_08h03,2130,c45f,culture,2007,"Também foram presos José Ailton dos Santos, 29, e João Alcino da Silva, 29, que, segundo o Deic, trabalhavam como vendedores das mercadorias.",0
C82_Folha_09-01-2006_10h08,4972,c82f,politics,2006,"Entre os trechos selecionados pelo DNIT (Departamento Nacional de Infra-Estrutura de Transportes) estão 622 quilômetros em cinco rodovias de São Paulo, 1.058 quilômetros em sete estradas de Minas Gerais e mais de 2.300 quilômetros em 11 rodovias no Estado de Goiás.",0
C95_Folha_19-10-2022_04h00,5906,c95f,politics,2022,"Trata-se do avanço mais intenso para o acumulado de janeiro a setembro desde 1994 (915,08%), quando o Brasil ainda vivia o reflexo da hiperinflação.",0
C57_Estadao_06-10-2022_14h34,2902,c57e,world,2022,"""Implorei (para que parasse), mas ele carregou a arma, então eu corri para trás do prédio e fechamos a porta e nos afastamos da janela"", relatou uma professora à TV local, afirmando que as crianças entre 2 e 4 anos de idade dormiam no momento do ataque.",-1
C77_OGlobo_18-10-2022_09h21,4628,c77o,politics,2022,Alexandre de Moraes tomou a decisão ao analisar um pedido apresentado pelo partido Rede.,0
C70_OGlobo_16-10-2022_01h30,4024,c70o,politics,2022,"Sempre combati a pedofilia"", afirmou o presidente.",-1
C93_Estadao_15-12-2006_14h59,5612,c93e,politics,2006,"A partir de segunda-feira, o presidente da Assembléia de Roraima, Mecias de Jesus (PL), vai discutir com os outros 23 deputados o reajuste salarial.",0
C60_Folha_07-10-2022_10h37,3176,c60f,world,2022,"Trata-se da primeira vez que o colegiado abre uma relatoria especial para examinar a temática em um dos chamados ""P5"", países que são membros permanentes do Conselho de Segurança da ONU e, portanto, têm maior poder de barganha na organização -Rússia, EUA, França, China e Reino Unido.",0
C51_Folha_08-09-2022_14h32,2539,c51f,world,2022,"""Nesse período de luto e mudança, minha família e eu sentiremos conforto e apoio porque temos consciência do respeito e da afeição pelos quais a rainha era conhecida"", afirmou.",-1
C92_OGlobo_24-10-2007_08h08,5590,c92o,politics,2007,"O governador Sérgio Cabral Filho (PMDB), 44 anos, propõe a legalização do aborto como forma de conter a violência no Rio de Janeiro.",0
C14_Folha_22-08-2006,243,c14f,world,2006,Minhas próprias roupas ficaram encharcadas com sangue,-1
C61_Folha_13-10-2022_14h35_titulo,3392,c61f,politics,2022,Confira nova pesquisa Datafolha para presidente nesta sexta,0
C39_Estadao_28-04-2022_11h47,1735,c39e,politics,2022,"O cumprimento é considerado obrigatório, já que o Brasil é signatário do Pacto Internacional de Direitos Civis e Políticos e aderiu à jurisdição do Comitê.",0
C87_OGlobo_25-07-2007_10h51,5308,c87o,politics,2007,"O ministro da Defesa, Waldir Pires, deixou o cargo nesta quarta-feira (25) a pedido do presidente Luiz Inácio Lula da Silva.",0
C70_OGlobo_16-10-2022_01h30,4000,c70o,politics,2022,"""Eu estava em Brasília, na comunidade de São Sebastião, se eu não me engano, em um sábado de moto [...] parei a moto em uma esquina, tirei o capacete, e olhei umas menininhas...",-1
C35_Folha_22-09-2022_16h54,1556,c35f,world,2022,A analogia é com as chamadas armas não letais.,0
C46_OGlobo_20-09-2022_21h17,2201,c46o,politics,2022,O Supremo Tribunal Federal já formou maioria de sete a um para suspender parte de decretos do presidente Jair Bolsonaro que facilita a posse e a compra de armas de fogo e de munições.,0
C72_Folha_17-10-2022_01h28,4143,c72f,politics,2022,"""O Brasil tem 3% da população mundial e teve 11% das mortes da pandemia no mundo""",-1
C72_Folha_17-10-2022_01h28,4200,c72f,politics,2022,"VERDADEIRO, MAS Segundo dados do Prodes, o desmatamento na Amazônia passou a cair a partir do ano de 2005 e atingiu o valor de 4.571 km² em 2012, já durante o governo Dilma Rousseff (PT).",0
C10_Estadao_24-09-2022_21h45,39,c10e,politics,2022,Dados do Monitor de Redes do Estadão mostram que o assunto concentrou 40% dos posts sobre os candidatos no Twitter durante o evento.,0
C33_Folha_26-09-2007_titulo,1459,c33f,politics,2007,"Na ONU, Lula anuncia plano para clima e propõe ""Rio+20"".",0
C77_Estadao_18-10-2022_10h07,4584,c77e,politics,2022,"A Defesa conduziu durante o primeiro turno das eleições deste ano uma espécie de ""apuração paralela"" em 462 seções eleitorais espalhadas pelo País.",0
C66_Estadao_15-10-2022_15h31,3682,c66e,sports,2022,"Graças ao tumor (no cérebro), perdi esse medo.",-1
C68_Estadao_16-10-2022_11h22,3815,c68e,world,2022,"""Sempre sentiu que a questão do Estreito de Taiwan é um assunto interno e uma questão interna da China, mas agora se tornou uma questão internacional inteira.",-1
C75_Folha_17-10-2022_15h04,4485,c75f,politics,2022,"Segundo ele, sua equipe foi ""atacada por criminosos"".",-1
C47_Estadao_25-12-2021_09h55,2206,c47e,science,2021,"Agora, ele tem uma longa viagem de 1,5 milhão de quilômetros pela frente, até Lagrange Point 2.",0
C64_Oglobo_14-10-2022_13h53,3573,c64o,culture,2022,"Robbie Coltrane, ator que interpretou o personagem Hagrid, de ""Harry Potter"", morreu aos 72 anos.",0
C81_Folha_06-10-2022_15h58,4927,c81f,culture,2022,"O Fim de Eddy"", pela Tusquets, do segundo.",0
C75_Folha_17-10-2022_15h04,4453,c75f,politics,2022,"""Foi um ruído com a Polícia Militar"", declarou.",-1
C66_OGlobo_15-10-2022_08h39,3724,c66o,sports,2022,"Fechar o olho e não acordar mais, para mim era um terror.",-1
C16_Folha_21-08-2006_10h14_titulo,353,c16f,politics,2006,Parlamentares sanguessugas têm até a meia-noite de hoje para renunciar,1
C95_Estadao_10-09-2022_07h25,5867,c95e,politics,2022,"Os índices estão longe do ideal, mas apontam para um reequilíbrio gradual - algo que também ocorre em outros países da América Latina.",1
C25_Folha_30-12-2021_12h20,921,c25f,culture,2021,"A escritora Lya Luft, autora de ""As Parceiras"" e ""Perdas e Ganhos"", morreu na madrugada desta quinta-feira (30), aos 83 anos, em sua casa em Porto Alegre.",0
C65_Estadao_14-10-2022_11h56,3592,c65e,culture,2022,"Em julho, ativistas da Just Stop Oil se colaram na moldura de A Última Ceia, de Leonardo da Vinci, na Royal Academy of Arts de Londres e em The Hay Wain, de John Constable, na National Gallery.",0
C26_Estadao_20-12-2021_13h00,989,c26e,world,2021,"Das eleições mais recentes, a esquerda venceu no Chile, no Peru, na Bolívia e na Argentina, enquanto candidatos de direita se elegeram somente no Equador e no Uruguai.",0
C23_Estadao_23-07-2007_13h58,794,c23e,world,2007,"Em Oxford, 1.500 pessoas foram evacuadas para o maior estádio de futebol da cidade.",0
C58_OGlobo_15-09-2022_21h16,3005,c58o,politics,2022,"Além de aumento nas internações hospitalares, custos hospitalares"", afirma.",-1
C9_Folha_04-08-2006_13h20_titulo,3302,c9f,politics,2006,Polícia prende presidentes do TJ e da Assembléia Legislativa de Rondônia,0
C93_Estadao_15-12-2006_14h59,5652,c93e,politics,2006,"No Espírito Santo, os salários dos deputados estaduais é de cerca de R$ 9.500.",0
C16_Folha_21-08-2006_10h14,342,c16f,politics,2006,"Entre eles, os deputados Nilton Capixaba (PTB-RO), João Caldas (PL-AL), respectivamente segundo e quarto-secretários da Câmara, além da deputada Laura Carneiro (PFL-RJ).",0
C12_Folha_07-08-2006_08h30,159,c12f,world,2006,A agência sul-coreana Yonhap disse na sexta-feira que um alto funcionário de Pyongyang pediu o envio urgente de alimentos para seu país.,0
C25_Folha_30-12-2021_12h20_titulo,940,c25f,culture,2021,"Lya Luft, autora de 'As Parceiras' e 'Perdas e Ganhos', morre aos 83 anos.",0
C93_OGlobo_14-12-2006_14h15,5727,c93o,politics,2006,"Atualmente, cada deputado tem direito, além do salário de R$ 12.847,00, a uma verba indenizatória de R$ 15 mil, R$ 50 mil para gastar com o gabinete, R$ 3 mil para auxílio-moradia, R$ 4 mil para correios e telefones e mais quatro passagens mensais de ida e volta para seu estado.",0
C59_OGlobo_06-10-2022_21h11,3068,c59o,politics,2022,"A campanha de Luiz Inácio Lula da Silva, do PT, recebeu apoio de quatro economistas ligados ao PSDB.",0
C92_OGlobo_24-10-2007_08h08,5585,c92o,politics,2007,Confira abaixo os principais trechos.,0
C83_Folha_01-02-2007_20h44,5051,c83f,politics,2007,"Antes disso, Ciro já havia pregado um entendimento entre Aldo e Chinaglia para evitar um racha ainda maior na base aliada.",1
C91_Folha_19-12-2007_12h43,5530,c91f,politics,2007,"Com a decisão do Supremo, o bispo de Barra (BA), dom Luiz Flávio Cappio, 61, deve continuar com sua greve de fome.",0
C60_OGlobo_07-10-2022_09h01,3181,c60o,world,2022,"24 nações se esquivaram, entre elas Honduras, Índia, Indonésia, México e Paquistão.",0
C97_Folha_18-10-2022_20h42,6040,c97f,politics,2022,"Nesta terça, o total já chegava aos 428.",0
C84_OGlobo_18-10-2007_16h53,5143,c84o,politics,2007,E nos partidos?,-1
C42_Folha_25-09-2007_11h44,1986,c42f,politics,2007,"Por mais que se tenha cuidado de separar questões técnicas, a questão política é muito forte"", reconheceu.",-1
C29_OGlobo_26-11-2021_15h36,1218,c29o,science,2021,"Sajid Javid, ministro da Saúde do Reino Unido, a descreveu a nova versão do coronavírus como uma ""grande preocupação internacional"".",0
C92_OGlobo_24-10-2007_08h08,5587,c92o,politics,2007,"Em entrevista ao G1 na última segunda (22), ele se valeu das teses dos autores de ""Freakonomics"", livro dos norte-americanos Steven Levitt e Stephen J. Dubner, que estabelece relação entre a legalização do aborto e a redução da violência nos EUA.",1
C93_OGlobo_14-12-2006_14h15,5726,c93o,politics,2006,"Até a reforma administrativa, a lei definia que os salários dos deputados e dos senadores seriam definidos de uma legislatura para a outra, mas a alteração constitucional acabou com a regra e não fixa data para os aumentos.",0
C98_OGlobo_19_10_2022_18h02,6137,c98o,politics,2022,"A pesquisa foi registrada no Tribunal Superior Eleitoral (TSE) com o número BR-07340/2022.No primeiro turno, Lula recebeu 57,2 milhões de votos (48,4%), e Bolsonaro, 51,07 milhões (43,2%).",0
C88_OGlobo_24-08-2008_16h52,5348,c88o,politics,2008,"Ela pediu, segundo a assessoria, que a carta fosse encaminhada ao presidente Luiz Inácio Lula da Silva.",0
C89_OGlobo_31-10-2007_14h42,5416,c89o,politics,2007,"Em sua defesa, Ronaldo Cunha Lima alegou que Buriti o ameaçava e que não premeditou o crime.",0
C71_Folha_14-10-2022_23h00,4069,c71f,politics,2022,"Já Bolsonaro declarou até agora receita de R$ 67 milhões, sendo R$ 16,5 milhões de origem pública -os fundos partidário e eleitoral do PL.Bolsonaro coleciona vários doadores privados com cifra próxima ou acima de R$ 1 milhão, vários deles do agronegócio.",0
C44_Folha_19-09-2007_12h03,2062,c44f,politics,2007,"No mesmo dia, o conselho vai discutir o relatório do senador João Pedro (PT-AM) sobre o segundo processo contra o peemedebista --no qual é acusado de usar sua influência política para beneficiar a empresa Schincariol.",0
C60_Folha_07-10-2022_10h37,3172,c60f,world,2022,"O Brasil, no entanto, se absteve na votação em Genebra.",0
C71_Estadao_14-10-2022_09h280,4046,c71e,politics,2022,"Também foi beneficiado o candidato à Câmara dos Deputados pelo Podemos Deltan Dallagnol, com 0,8%.",0
C70_OGlobo_16-10-2022_01h30,4008,c70o,politics,2022,"Devia ter umas 12, 13, 14 meninas.",-1
C44_Folha_19-09-2007_12h03,2050,c44f,politics,2007,"""Tentamos fazer um aditamento, o conselho nos respondeu que não seria possível.",-1
C26_Estadao_20-12-2021_13h00,984,c26e,world,2021,"Até a manhã desta segunda-feira, dia 20, o governo Jair Bolsonaro não havia emitido nenhuma nota oficial a respeito do resultado.",0
C89_OGlobo_31-10-2007_14h42,5418,c89o,politics,2007,"Naquele caso, o STF decidiu abrir processo contra os 40 acusados.",0
C83_Estadao_02-02-2007_01h03,5017,c83e,politics,2007,"""PT de São Paulo:""Eu nunca fiz política com endereço.",-1
C97_Folha_18-10-2022_20h42,6035,c97f,politics,2022,"Isso que a gente vem diferenciando em relação aos anos anteriores"", disse Ramos Pereira.",-1
C72_Folha_17-10-2022_01h28,4178,c72f,politics,2022,FALSO.,0
C40_Estadao_06-08-2007_16h17,1864,c40e,politics,2007,"Entre as denúncias contra ele, estaria a de ter despesas pessoais pagas por lobista da construtora Mendes Junior.",0
C73_Folha_17-10-2022_08h43,4283,c73f,sports,2022,"Os outros acusados são três pessoas jurídicas: Barcelona, Santos e a empresa fundada pelos pais de Neymar para administrar sua carreira.",0
C90_Folha_28-11-2007_00h00,5460,c90f,politics,2007,"O bispo de Barra (610 km de Salvador, BA), dom Luiz Flávio Cappio, 60, iniciou na manhã de ontem uma nova greve de fome contra a transposição das águas do rio São Francisco.",0
C65_Folha_14-10-2022_13h05,3634,c65f,culture,2022,"Na época, os historiadores de arte ficaram divididos sobre como proceder com a restauração da obra-prima.",0
C45_OGlobo_18-10-2007_08h33,2135,c45o,culture,2007,"""Não quero repercutir o assalto.",-1
C89_Folha_01-11-2007_00h00,5399,c89f,politics,2007,"O fato é que ele desde aquele episódio tem a posição de que quer ser julgado pelo povo paraibano, e não pelo Supremo"", disse Gouveia.",-1
C72_Estadao_17-10-2022_00h30,4118,c72e,politics,2022,"E, na segunda parte do duelo direto, Bolsonaro bem que tentou encaixar uma investida sobre petrolão.",1
C56_OGlobo_06-10-2022_16h29_titulo,2899,c56o,world,2022,"Segundo o governo, a medida beneficia milhares de pessoas que cometeram a infração e, por isso, podem ser prejudicados ao tentar conseguir um trabalho ou casa para morar.",0
C42_Folha_25-09-2007_11h44,1982,c42f,politics,2007,"O petista afirmou que, se algum parlamentar apresentar voto em separado ao seu texto, o Conselho de Ética poderá optar por outro desfecho para o segundo processo contra Renan",0
C39_OGlobo_28-04-2022_09h03,1803,c39o,politics,2022,"Se a denúncia fosse admitida, apenas o artigo 14.º, n.º 2, do Pacto foi violado"", escreveram.",-1
C76_Folha_18-10-2022_9h58,4543,c76f,daily,2022,"Já ao banco, o MPT solicita à Justiça o pagamento de R$ 305 milhões ""pela omissão na investigação de tais atos"" e por responsabilização solidária.",0
C64_Oglobo_14-10-2022_13h53,3565,c64o,culture,2022,"em comunicado lamentando a morte do ator, a agente descreveu Coltrane como ""um talento único"" e afirmou que com o personagem Hagrid ""trouxe alegria para crianças e adultos ao redor do mundo"".",-1
C17_Folha_21-08-2006,389,c17f,politics,2006,A subida de tom veio no momento de maior crise da campanha de Alckmin.,1
C45_Folha_18-10-2007_08h03,2121,c45f,culture,2007,"No texto, Huck afirmava: ",0
C13_Estadao_20-09-2022_15h53,198,c13e,world,2022,"No entanto, informações divulgadas pelo escritório da ONU apontam que Mahsa foi violentamente espancada na cabeça e contra um veículo policial.",0
C93_Estadao_15-12-2006_14h59,5692,c93e,politics,2006,"Portanto, não haveria o efeito cascata para o Executivo.",0
C9_OGlobo_04-08-2006_14h09,3305,c9o,politics,2006,"A quadrilha é acusada de praticar diversos crimes administrativos, como desvio de recursos públicos, corrupção, prevaricação, concussão, peculato, extorsão, lavagem de dinheiro e venda de sentenças judiciais.",0
C82_OGlobo_09-01-2006_00h00,5001,c82o,politics,2006,"Nem tinha amanhecido quando as máquinas chegaram à BR 050, que liga São Paulo a Goiás.",0
C67_Estadao_15-10-2022_17h00,3761,c67e,politics,2022,"Você não representa os valores liberais"", escreveu.",-1
C70_Folha_16-10-2022_3h06,3994,c70f,politics,2022,"Repetiu, também, que mostrou o que estava acontecendo naquela casa (das meninas venezuelanas), que entrou no local acompanhado de outras pessoas e a live feita ali, há dois anos, foi transmitida pela CNN.",0
C63_Folha_14-10-2022_12h53_titulo,3503,c63f,politics,2022,ele sempre negou as acusações.,0
C66_Estadao_15-10-2022_15h31,3688,c66e,sports,2022,O câncer no cérebro é caracterizado pelo crescimento de um tumor na região do órgão.,0
C28_Estadao_15-07-2007_17h24,1142,c28e,sports,2007,"Mesmo com a forte marcação imposta pela altura russa, os brasileiros, com boas jogadas de Giba e André Nascimento, fechou em 25 a 23, em 26 minutos.",1
C76_OGlobo_17-10-2022_23h28,4572,c76o,daily,2022,"Antes, foram trocados:",0
C43_OGlobo_17-07-2007_00h00_titulo,2040,c43o,politics,2007,PF deve receber até amanhã requerimentos sobre Renan,0
C95_OGlobo_11-10-2022_21h45,5912,c95o,politics,2022,"a gente está tentando sobreviver"", diz.",-1
C94_OGlobo_18-10-2022_18h30,5850,c94o,politics,2022,"Um dos autores das propostas, ?o líder do governo na Câmara, Ricardo Barros (PP-PR) defendeu que o texto já seja analisado pelo plenário da Câmara nesta quarta-feira (19).""Amanhã [quarta-feira] talvez a gente pudesse deliberar sobre esse tema, já que a urgência está aprovada e o deputado Paulo Martins [que será o relator da matéria] está à disposição dos senhores líderes para encontrar um texto que possa ser razoável.",-1
C66_OGlobo_15-10-2022_08h39,3731,c66o,sports,2022,"Segundo revelou em entrevista à Rede TV, ele abriu mão das sessões de quimioterapia.",0
C55_OGlobo_27-09-2022_19h04_titulo,2855,c55o,politics,2022,A pesquisa ouviu 2 mil pessoas entre os dias 24 e 26 de setembro.,0
C41_OGlobo_14-07-2007_22h03_titulo,1934,c41o,sports,2007,Mister Pan soma 19 medalhas em Pans.,0
C90_Folha_28-11-2007_00h00_titulo,5472,c90f,politics,2007,Bispo inicia nova greve de fome contra transposição.,0
C8_Estadao_04-08-2006_13h56,3252,c8e,sports,2006,"Nas duas últimas rodadas da fase de classificação da Liga Mundial, a seleção brasileira receberá portugueses e finlandeses.",0
C24_Oglobo_10-12-2021_21h04,873,c24o,politics,2021,"Em Salvador, alguns passageiros foram impedidos de embarcar em ônibus intermunicipais porque, com aplicativo fora do ar, não conseguiram mostrar o comprovante de vacinação.",0
C74_OGlobo_17-10-2022_13h11,4416,c74o,politics,2022,"Participaram do encontro, entre outros, os cantores Gusttavo Lima, Leonardo, Zezé Di Camargo (da dupla com Luciano), Chitãozinho (da dupla com Xororó), Fernando (da dupla com Sorocaba) e Sula Miranda.",0
C24_Oglobo_10-12-2021_21h04,877,c24o,politics,2021,"Hackers atacaram o site do ministério e o sistema ConecteSUS, que emite o certificado de vacinação contra Covid.",0
C33_OGlobo_25-09-2007_19h59,1467,c33o,politics,2007,"Depois de Lula, foi a vez do presidente americano George W. Bush discursar na Assembléia Geral da ONU.",0
C63_Estadao_14-10-2022_09h17,3487,c63e,politics,2022,"Vocês mexeram com a pessoa errada"", disse.",-1
C100_OGlobo_19-10-2022_19h49,3355,c100o,politics,2022,entre os que possuem renda familiar mensal entre 2 e 5 salários mínimos (54% a 35%).,0
C77_OGlobo_18-10-2022_09h21_titulo,4637,c77o,politics,2022,Moraes manda Ministério da Defesa entregar documentos de eventual auditoria nas urnas.,0
C20_OGlobo_19-09-2007_16h13,674,c20o,politics,2007,"O ministro da Fazenda voltou a repetir o discurso de que poderá baixar a alíquota do tributo, ou de outros impostos, no ano que vem.",0
C97_Folha_18-10-2022_20h42,6045,c97f,politics,2022,"O número total tende a ultrapassar muito o de 2018, que também não foi pequeno"", disse à Folha o procurador-geral do Trabalho, José de Lima Ramos Pereira, na sexta.",-1
C29_Estadao_26-11-2021_titulo,1192,c29e,science,2021,OMS apontou que cepa tem risco global 'muito alto',0
C57_Folha_06-10-2022_05h12,2931,c57f,world,2022,"A polícia identificou o autor dos crimes como Panya Kamrab, um ex-policial de 34 anos afastado do cargo de tenente-coronel no ano passado por problemas relacionados a drogas.",0
C22_OGlobo_24-07-2007_10h00,775,c22o,daily,2007,A Infraero informa ainda que técnicos da empresa realizam nesta manhã uma vistoria na cabeceira da pista principal atingida ontem por um deslizamento de terra.,0
C83_Estadao_02-02-2007_01h03,5025,c83e,politics,2007,"Em uma segunda e tumultuada entrevista, Chinaglia contou que recebeu um telefonema do presidente Luiz Inácio Lula da Silva para cumprimentá-lo pela vitória.",1
C71_Folha_14-10-2022_23h00,4070,c71f,politics,2022,"Levando-se em conta os dois turnos, a lista dos maiores doadores individuais de Bolsonaro segue com os irmãos Alexandre e Pedro Grendene, da calçadista Grendene (R$ 1 milhão cada um), que doaram também para outros candidatos, inclusive do PT, Oscar Luiz Cervi, produtor de soja, milho e algodão no Centro Oeste (R$ 1 milhão), Antonio Claudio Brandão Resende e Flavio Brandão Resende (R$ 600 mil cada um), da Localiza, e Odilio Balbinotti Filho, da Atto Sementes (R$ 600 mil).",0
C44_OGlobo_02-10-2007_13h23,2090,c44o,politics,2007,Vossa excelência tem a capacidade de auscultar (ouvir) a opinião pública brasileira?,-1
C73_OGlobo_17-10-2022_06h14_titulo,4298,c73o,sports,2022,"Jogador do Paris Saint-Germain, que saiu do Barcelona em 2017 em uma contratação milionária pelo clube francês, chegou ao tribunal ao lado dos pais, também processados no caso.",0
C100_Estadao_19-10-2022_19h04,3315,c100e,politics,2022,"Agora, 87% da amostra estão do com o voto decidido e 13% consideram mudar.",0
C83_Estadao_02-02-2007_01h03,5019,c83e,politics,2007,Agora temos que trabalhar para recuperar a autoridade e o prestígio da Câmara.,-1
C79-Folha_17-10-2022_23h01,4738,c79f,politics,2022,"Num jogo para retomar a relação com Moro no segundo turno, o presidente Bolsonaro voltou a elogiar o ex-ministro nesta segunda (17).",1
C22_Estadao_24-07-2007_08h58,733,c22e,daily,2007,A TAM cancelou 68 vôos previstos para esta terça em Congonhas e transferiu outros 22 para Cumbica.,0
C96_OGlobo_18-10-2022_19h49,6003,c96o,politics,2022,"Tinha umas 15, 20 meninas, sábado de manhã, se arrumando, todas venezuelanas.",-1
C30_Estadao_07-08-2007_07h59,1281,c30e,daily,2007,"No total, os efeitos não recorrentes foram de R$ 196 milhões de reais.",0
C69_OGlobo_15-10-2022_19h57,3925,c69o,politics,2022,"Apesar de ter aberto a ação para investigar a emissora e a chapa Bolsonaro-Braga Netto, o ministro negou um pedido da campanha de Lula para obrigar que o dono do grupo Jovem Pan conceda tratamento isonômico aos candidatos ao Palácio do Planalto, deixando de reproduzir conteúdos e notícias inverídicos e descontextualizados sobre Lula e o processo eleitoral.",0
C3_Folha_19-07-2007_21h05,1248,c3f,daily,2007,"Em 1996, uma falha no reverso foi a causa do acidente com o Fokker-100 da TAM, ocorrido segundos depois da decolagem, também em Congonhas.",0
C59_Estadao_06-10-2022_20h44,3042,c59e,politics,2022,Muitos perguntam se há articulação com o Lula ou uma discussão programática com o PT.,-1
C71_Estadao_14-10-2022_09h280,4045,c71e,politics,2022,"Puxadas por pesos-pesados do PIB, as doações feitas por pessoas físicas para partidos e campanhas das eleições deste ano superam a marca de R$ 246 milhões.",1
C25_Estadao_30-12-2021_12h34,895,c25e,culture,2021,"?Apesar do medo/escolho a ousadia./ Ao conforto das algemas, prefiro/ a dura liberdade./",-1
C28_Estadao_15-07-2007_17h24_titulo,1146,c28e,sports,2007,Topo do mundo do voleibol masculino ainda é brasileiro,0
C11_Estadao_08-08-2006_12h11,99,c11e,daily,2006,"De acordo com a CET, o excesso de veículos causa a lentidão e não há nenhum registro de acidente.",0
C57_Folha_06-10-2022_05h12,2934,c57f,world,2022,"Além dos mortos, o ataque deixou 12 feridos, três deles em estado grave.",0
C72_OGlobo_17-10-2022_08h05,4227,c72o,politics,2022,Essa proposta todo senador do PT votou contra.,0
C84_Folha_15-10-2007_00h00,5125,c84f,politics,2007,A redação do projeto gerou debate porque deixa dúvida se a medida entra em vigor a partir da data da publicação ou da próxima eleição.,0
C76_OGlobo_17-10-2022_23h28,4580,c76o,daily,2022,"Ainda em documento, a empresa agradeceu o trabalho do vice-presidente",0
C61_Folha_13-10-2022_14h35,3386,c61f,politics,2022,"Os indecisos são 2%, e brancos e nulos, 6%.",0
C77_Folha_18-10-2022_10h15,4617,c77f,politics,2022,"Logo após o primeiro turno o TSE divulgou que o teste de integridade teve 100% de sucesso, sem nenhuma divergência na votação.",0
C30_Folha_07-08-2007_09h19,1302,c30f,daily,2007,"Segundo a consultoria Economática, até ontem a posição era ocupada pelo Bradesco.",0
C5_Folha_31-08-2007,2422,c5f,politics,2007,"A Folha apurou que o PMDB não quer preencher a vaga de Lomanto, por considerar um cargo espinhoso.",1
C93_Folha_15-12-2006_14h59,5712,c93f,politics,2006,Sou metalúrgico e em novembro último tive um estrondoso dissídio de 5%.,-1
C63_OGlobo_14-10-2022_08h44,3513,c63o,politics,2022,"Em 9 de setembro, a Justiça deu prazo de 10 dias para Brennand retornar ao Brasil, mas ele não voltou.",0
C3_OGlobo_20-07-2007_01h20,1266,c3o,daily,2007,"O avião da TAM que se chocou contra o prédio da empresa em Congonhas, na Zona Sul de São Paulo, na terça-feira (17), tinha um defeito no reversor da turbina direita desde o sábado passado, dia 14.",0
C84_OGlobo_18-10-2007_16h53_titulo,5157,c84o,politics,2007,Supremo já havia decidido pela fidelidade para vereadores e deputados.,0
C74_Folha_17-10-2022_15h10_titulo,4390,c74f,politics,2022,"Artistas que já apoiaram Lula, como Zezé di Camargo, fizeram mea-culpa; todos pediram para seus fãs votos no presidente.",0
C72_Estadao_17-10-2022_00h30_titulo,4133,c72e,politics,2022,Embate entre o petista e o chefe do Executivo foi marcado por poucas propostas de governo.,0
C3_Folha_19-07-2007_21h05,1249,c3f,daily,2007,"Em nota enviada após a exibição da reportagem, a TAM afirma ""que não teve registro de qualquer problema mecânico neste avião no dia 16 de julho"".",-1
C25_Estadao_30-12-2021_12h34,903,c25e,culture,2021,"E continuou: Vivemos sob uma ditadura de receitas e obrigações: ser jovem, atlético, transar tantas vezes por semana.",-1
C39_OGlobo_28-04-2022_09h03,1793,c39o,politics,2022,"No entanto, ela serve como um instrumento de pressão internacional e um aval à argumentação da defesa de Lula de que ele teria sido julgado e condenado injustamente e teve seus direitos políticos violados.",0
C31_Estadao_17-10-2007_09h32,1325,c31e,sports,2007,"Na América do Sul, a chama passará por Buenos Aires, onde Jade participará do revezamento, no dia 11 de abril.",0
C30_Folha_07-08-2007_09h19,1291,c30f,daily,2007,"A carteira de empréstimos para pessoa física somou R$ 45,03 bilhões, um salto de 32,9% sobre o primeiro semestre do ano passado.",0
C100_Estadao_19-10-2022_19h04_titulo,3325,c100e,politics,2022,Datafolha em SP no segundo turno:,0
C44_OGlobo_02-10-2007_13h23,2080,c44o,politics,2007,Mas ele garantiu:,0
C42_Folha_25-09-2007_11h44,1969,c42f,politics,2007,"A Câmara tem uma agenda de trabalho, ninguém está a reboque de ninguém.",-1
